problem,category,Check,ptn_avg,ptn_stddev,ptn_vc,ptn_min,ptn_max,ptn_entropy,varptn_avg,varptn_stddev,varptn_vc,varptn_min,varptn_max,varptn_entropy,unary,binary,ternary,clauses,variables,ratio,ratio_sq,ratio_cube,rec_ratio,rec_ratio_sq,rec_ratio_cube,lin_ratio,lin_ratio_sq,lin_ratio_cube,First Best
brock200_2.clq.cnf,crafted,1,0.5,0.5,1,0,1,-5.953243,1,0,0,1,1,-3.688879,0,1,0,770,40,19.25,370.5625,7133.328125,0.051948051948052,0.0026986001011975,0.000140187018244026,14.65,214.6225,3144.219625,"GA POP(50) XOVER(1pt xover, 0.6) MUT(1, bitflip, 0.01) tournament(3)"
brock200_4.clq.cnf,crafted,1,0.5,0.5,1,0,1,-6.242223,1,0,0,1,1,-3.688879,0,1,0,1028,40,25.7,660.49,16974.593,0.0389105058365759,0.00151402746445821,0.0000589115744925372,21.1,445.21,9393.931,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
brock800_2.clq.cnf,crafted,1,0.5,0.5,1,0,1,-6.240276,1,0,0,1,1,-3.688879,0,1,0,1026,40,25.65,657.9225,16875.712125,0.0389863547758285,0.00151993585870676,0.0000592567586240453,21.05,443.1025,9327.307625,"GA POP(50) XOVER(1pt xover, 0.6) MUT(1, bitflip, 0.01) tournament(3)"
brock800_3.clq.cnf,crafted,1,0.5,0.5,1,0,1,-6.228511,1,0,0,1,1,-3.688879,0,1,0,1014,40,25.35,642.6225,16290.480375,0.0394477317554241,0.00155612354064789,0.0000613855440097788,20.75,430.5625,8934.171875,"GA POP(50) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(2)"
brock800_4.clq.cnf,crafted,1,0.5,0.5,1,0,1,-6.2106,1,0,0,1,1,-3.688879,0,1,0,996,40,24.9,620.01,15438.249,0.0401606425702811,0.00161287721165788,0.0000647741852071436,20.3,412.09,8365.427,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
c-fat200-1.clq.cnf,crafted,1,0.5,0.5,1,0,1,-3.828641,1,0,0,1,1,-3.688879,0,1,0,92,40,2.3,5.29,12.167,0.434782608695652,0.189035916824197,0.0821895290539985,2.3,5.29,12.167,"GA POP(50) XOVER(1pt xover, 0.6) MUT(1, bitflip, 0.01) tournament(3)"
c-fat200-2.clq.cnf,crafted,1,0.5,0.5,1,0,1,-4.736198,1,0,0,1,1,-3.688879,0,1,0,228,40,5.7,32.49,185.193,0.175438596491228,0.0307787011388119,0.00539977212961613,1.1,1.21,1.331,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
c-fat200-5.clq.cnf,crafted,1,0.5,0.5,1,0,1,-5.777652,1,0,0,1,1,-3.688879,0,1,0,646,40,16.15,260.8225,4212.283375,0.0619195046439628,0.00383402505535374,0.000237400932220046,11.55,133.4025,1540.798875,"GA POP(50) XOVER(1pt xover, 0.6) MUT(1, bitflip, 0.01) tournament(3)"
hamming8-4.clq.cnf,crafted,1,0.5,0.5,1,0,1,-6.20859,1,0,0,1,1,-3.7612,0,1,0,994,43,23.1162790697674,534.362358031368,12352.4693926321,0.0432595573440644,0.00187138930160439,0.0000809554728058239,18.5162790697674,342.852590589508,6348.35424714805,"GA POP(50) XOVER(1pt xover, 0.6) MUT(1, bitflip, 0.01) tournament(3)"
johnson8-2-4.clq.cnf,crafted,1,0.5,0.5,1,0,1,-5.347108,1,0,0,1,1,-3.332205,0,1,0,420,28,15,225,3375,0.0666666666666667,0.00444444444444444,0.000296296296296296,10.4,108.16,1124.864,"PSO linear(3) POP(20) Params(1, 1.7, 2.3)"
p_hat1000-1.clq.cnf,crafted,1,0.5,0.5,1,0,1,-5.170484,1,0,0,1,1,-3.688879,0,1,0,352,40,8.8,77.44,681.472,0.113636363636364,0.0129132231404959,0.00146741172051089,4.2,17.64,74.0880000000001,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
p_hat1000-2.clq.cnf,crafted,1,0.5,0.5,1,0,1,-5.916202,1,0,0,1,1,-3.688879,0,1,0,742,40,18.55,344.1025,6383.101375,0.0539083557951483,0.00290611082453629,0.000156663656309234,13.95,194.6025,2714.704875,"GA POP(50) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(5)"
p_hat300-1.clq.cnf,crafted,1,0.5,0.5,1,0,1,-5.159055,1,0,0,1,1,-3.7612,0,1,0,348,43,8.09302325581395,65.4970254191455,530.068949903782,0.123563218390805,0.0152678689390937,0.00188654702408341,3.49302325581395,12.2012114656571,42.6191153986442,"GA POP(50) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(2)"
p_hat300-2.clq.cnf,crafted,1,0.5,0.5,1,0,1,-5.908083,1,0,0,1,1,-3.7612,0,1,0,736,43,17.1162790697674,292.967009194159,5014.50508760235,0.0584239130434783,0.00341335361531191,0.000199421474807625,12.5162790697674,156.657241752299,1960.76575607179,"GA POP(50) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(2)"
p_hat500-1.clq.cnf,crafted,1,0.5,0.5,1,0,1,-5.46806,1,0,0,1,1,-3.73767,0,1,0,474,42,11.2857142857143,127.367346938776,1437.43148688047,0.0886075949367089,0.00785130588046787,0.000695685331180698,6.68571428571429,44.6987755102041,298.843241982507,"GA POP(50) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(2)"
p_hat500-2.clq.cnf,crafted,1,0.5,0.5,1,0,1,-6.120297,1,0,0,1,1,-3.73767,0,1,0,910,42,21.6666666666667,469.444444444445,10171.2962962963,0.0461538461538462,0.0021301775147929,0.0000983158852981338,17.0666666666667,291.271111111111,4971.02696296297,"GA POP(50) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(5)"
p_hat700-1.clq.cnf,crafted,1,0.5,0.5,1,0,1,-5.342334,1,0,0,1,1,-3.73767,0,1,0,418,42,9.95238095238095,99.0498866213152,985.78220494547,0.100478468899522,0.0100959227123921,0.00101442285626906,5.35238095238095,28.6479818594104,153.334912428463,"GA POP(50) XOVER(1pt xover, 0.6) MUT(1, bitflip, 0.01) tournament(3)"
p_hat700-2.clq.cnf,crafted,1,0.5,0.5,1,0,1,-6.018593,1,0,0,1,1,-3.73767,0,1,0,822,42,19.5714285714286,383.040816326531,7496.65597667639,0.0510948905109489,0.00261068783632586,0.000133392809155336,14.9714285714286,224.143673469388,3355.75099708455,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
s3v70c800-1.cnf,random,1,0.500417,0.283333,0.566194,0,1,-6.479587,1.081023,0.405662,0.375258,0.375,2.444444,-4.1817,0,0,1,800,70,11.4285714285714,130.612244897959,1492.71137026239,0.0875,0.00765625,0.000669921875,6.82857142857143,46.6293877551021,318.412104956268,"GA POP(50) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(5)"
s3v70c800-2.cnf,random,1,0.5125,0.286956,0.559914,0,1,-6.478965,1.106329,0.390332,0.352817,0.52381,2.555556,-4.190968,0,0,1,800,70,11.4285714285714,130.612244897959,1492.71137026239,0.0875,0.00765625,0.000669921875,6.82857142857143,46.6293877551021,318.412104956268,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
s3v70c800-3.cnf,random,1,0.50125,0.293917,0.586368,0,1,-6.458915,1.06557,0.401225,0.376535,0.44,3.142857,-4.186677,0,0,1,800,70,11.4285714285714,130.612244897959,1492.71137026239,0.0875,0.00765625,0.000669921875,6.82857142857143,46.6293877551021,318.412104956268,"GA POP(50) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(5)"
s3v70c800-4.cnf,random,1,0.52875,0.290605,0.549607,0,1,-6.489793,1.192957,0.440593,0.369329,0.6,2.666667,-4.184662,0,0,1,800,70,11.4285714285714,130.612244897959,1492.71137026239,0.0875,0.00765625,0.000669921875,6.82857142857143,46.6293877551021,318.412104956268,"GA POP(50) XOVER(1pt xover, 0.6) MUT(1, bitflip, 0.01) tournament(3)"
s3v70c800-6.cnf,random,1,0.4975,0.296263,0.595503,0,1,-6.452719,1.055263,0.391843,0.371323,0.470588,2.181818,-4.183064,0,0,1,800,70,11.4285714285714,130.612244897959,1492.71137026239,0.0875,0.00765625,0.000669921875,6.82857142857143,46.6293877551021,318.412104956268,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
s3v70c800-7.cnf,random,1,0.497917,0.29344,0.589335,0,1,-6.456275,1.046444,0.418679,0.400097,0.421053,3.2,-4.177465,0,0,1,800,70,11.4285714285714,130.612244897959,1492.71137026239,0.0875,0.00765625,0.000669921875,6.82857142857143,46.6293877551021,318.412104956268,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
s3v70c800-8.cnf,random,1,0.502083,0.286737,0.571094,0,1,-6.474435,1.084399,0.482763,0.44519,0.4,3.833333,-4.16818,0,0,1,800,70,11.4285714285714,130.612244897959,1492.71137026239,0.0875,0.00765625,0.000669921875,6.82857142857143,46.6293877551021,318.412104956268,"GA POP(50) XOVER(1pt xover, 0.6) MUT(1, bitflip, 0.01) tournament(3)"
s3v70c800-9.cnf,random,1,0.512083,0.286974,0.560405,0,1,-6.485083,1.107017,0.351906,0.317886,0.363636,2.222222,-4.198411,0,0,1,800,70,11.4285714285714,130.612244897959,1492.71137026239,0.0875,0.00765625,0.000669921875,6.82857142857143,46.6293877551021,318.412104956268,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
s3v80c600-1.cnf,random,1,0.491111,0.29173,0.59402,0,1,-6.16826,1.030899,0.407882,0.395657,0.428571,2.571429,-4.309394,0,0,1,600,80,7.5,56.25,421.875,0.133333333333333,0.0177777777777778,0.00237037037037037,2.9,8.41,24.389,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
s3v80c600-10.cnf,random,1,0.506667,0.298068,0.588292,0,1,-6.172902,1.134468,0.549519,0.484384,0.272727,4,-4.282843,0,0,1,600,80,7.5,56.25,421.875,0.133333333333333,0.0177777777777778,0.00237037037037037,2.9,8.41,24.389,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
s3v80c600-2.cnf,random,1,0.506111,0.284083,0.561306,0,1,-6.189046,1.111133,0.46153,0.415369,0.294118,2.428571,-4.299067,0,0,1,600,80,7.5,56.25,421.875,0.133333333333333,0.0177777777777778,0.00237037037037037,2.9,8.41,24.389,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
s3v80c600-3.cnf,random,1,0.518333,0.288734,0.557044,0,1,-6.194183,1.196547,0.506128,0.42299,0.266667,2.833333,-4.293373,0,0,1,600,80,7.5,56.25,421.875,0.133333333333333,0.0177777777777778,0.00237037037037037,2.9,8.41,24.389,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
s3v80c600-4.cnf,random,1,0.494444,0.301795,0.610372,0,1,-6.14782,1.084651,0.583634,0.538085,0.263158,3.5,-4.260378,0,0,1,600,80,7.5,56.25,421.875,0.133333333333333,0.0177777777777778,0.00237037037037037,2.9,8.41,24.389,"GA POP(50) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(5)"
s3v80c600-5.cnf,random,1,0.525556,0.287542,0.54712,0,1,-6.209323,1.271124,0.674023,0.530257,0.3125,4,-4.263329,0,0,1,600,80,7.5,56.25,421.875,0.133333333333333,0.0177777777777778,0.00237037037037037,2.9,8.41,24.389,"GA POP(50) XOVER(1pt xover, 0.6) MUT(1, bitflip, 0.01) tournament(3)"
s3v80c600-6.cnf,random,1,0.512222,0.267081,0.521416,0,1,-6.227689,1.121058,0.415191,0.370357,0.444444,3,-4.318481,0,0,1,600,80,7.5,56.25,421.875,0.133333333333333,0.0177777777777778,0.00237037037037037,2.9,8.41,24.389,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
s3v80c600-7.cnf,random,1,0.486111,0.279867,0.575727,0,1,-6.181644,1.019797,0.496112,0.486481,0.333333,3.75,-4.283663,0,0,1,600,80,7.5,56.25,421.875,0.133333333333333,0.0177777777777778,0.00237037037037037,2.9,8.41,24.389,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
s3v80c600-8.cnf,random,1,0.506111,0.285384,0.563877,0,1,-6.195476,1.115067,0.48943,0.438924,0.333333,3.166667,-4.294482,0,0,1,600,80,7.5,56.25,421.875,0.133333333333333,0.0177777777777778,0.00237037037037037,2.9,8.41,24.389,"GA POP(50) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(5)"
s3v80c600-9.cnf,random,1,0.492778,0.288585,0.585629,0,1,-6.170047,1.051434,0.473188,0.45004,0.352941,3.333333,-4.291855,0,0,1,600,80,7.5,56.25,421.875,0.133333333333333,0.0177777777777778,0.00237037037037037,2.9,8.41,24.389,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
s3v80c700-1.cnf,random,1,0.494286,0.2919,0.590549,0,1,-6.325903,1.040789,0.381672,0.366714,0.45,2.222222,-4.318698,0,0,1,700,80,8.75,76.5625,669.921875,0.114285714285714,0.0130612244897959,0.00149271137026239,4.15,17.2225,71.473375,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
s3v80c700-10.cnf,random,1,0.490952,0.289631,0.589938,0,1,-6.318841,1.050588,0.464909,0.442522,0.4,2.6,-4.29446,0,0,1,700,80,8.75,76.5625,669.921875,0.114285714285714,0.0130612244897959,0.00149271137026239,4.15,17.2225,71.473375,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
s3v80c700-2.cnf,random,1,0.498571,0.281433,0.564478,0,1,-6.340734,1.070045,0.454999,0.425215,0.470588,2.714286,-4.299662,0,0,1,700,80,8.75,76.5625,669.921875,0.114285714285714,0.0130612244897959,0.00149271137026239,4.15,17.2225,71.473375,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
s3v80c700-3.cnf,random,1,0.522857,0.297532,0.56905,0,1,-6.33603,1.188529,0.48722,0.409936,0.208333,3.166667,-4.302253,0,0,1,700,80,8.75,76.5625,669.921875,0.114285714285714,0.0130612244897959,0.00149271137026239,4.15,17.2225,71.473375,"GA POP(50) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(5)"
s3v80c700-4.cnf,random,1,0.481905,0.293024,0.608054,0,1,-6.309313,1.005766,0.415187,0.412807,0.333333,2.75,-4.30307,0,0,1,700,80,8.75,76.5625,669.921875,0.114285714285714,0.0130612244897959,0.00149271137026239,4.15,17.2225,71.473375,"GA POP(50) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(5)"
s3v80c700-5.cnf,random,1,0.520952,0.280655,0.538735,0,1,-6.3672,1.173495,0.438818,0.373941,0.5,2.428571,-4.316341,0,0,1,700,80,8.75,76.5625,669.921875,0.114285714285714,0.0130612244897959,0.00149271137026239,4.15,17.2225,71.473375,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
s3v80c700-6.cnf,random,1,0.485714,0.277664,0.571662,0,1,-6.339003,0.998734,0.417206,0.417735,0.357143,2.8,-4.30291,0,0,1,700,80,8.75,76.5625,669.921875,0.114285714285714,0.0130612244897959,0.00149271137026239,4.15,17.2225,71.473375,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
s3v80c700-7.cnf,random,1,0.50619,0.292976,0.578785,0,1,-6.336359,1.114692,0.489723,0.439334,0.315789,3.333333,-4.296366,0,0,1,700,80,8.75,76.5625,669.921875,0.114285714285714,0.0130612244897959,0.00149271137026239,4.15,17.2225,71.473375,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
s3v80c700-8.cnf,random,1,0.5,0.288675,0.57735,0,1,-6.333264,1.043657,0.368807,0.35338,0.4,2.25,-4.321014,0,0,1,700,80,8.75,76.5625,669.921875,0.114285714285714,0.0130612244897959,0.00149271137026239,4.15,17.2225,71.473375,"GA POP(50) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(5)"
s3v80c700-9.cnf,random,1,0.49381,0.284175,0.575475,0,1,-6.337737,1.121422,0.822895,0.733796,0.333333,7,-4.210727,0,0,1,700,80,8.75,76.5625,669.921875,0.114285714285714,0.0130612244897959,0.00149271137026239,4.15,17.2225,71.473375,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
s3v80c800-2.cnf,random,1,0.519583,0.283147,0.54495,0,1,-6.490935,1.138728,0.39806,0.349565,0.444444,2.625,-4.32454,0,0,1,800,80,10,100,1000,0.1,0.01,0.001,5.4,29.16,157.464,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
san1000.clq.cnf,crafted,1,0.5,0.5,1,0,1,-5.918894,1,0,0,1,1,-3.688879,0,1,0,744,40,18.6,345.96,6434.856,0.0537634408602151,0.00289050757312984,0.00015540363296397,14,196,2744,"GA POP(20) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(3)"
san400_0.5_1.clq.cnf,crafted,1,0.5,0.5,1,0,1,-5.978886,1,0,0,1,1,-3.688879,0,1,0,790,40,19.75,390.0625,7703.734375,0.0506329113924051,0.00256369171607114,0.000129807175497273,15.15,229.5225,3477.265875,"GA POP(50) XOVER(1pt xover, 0.6) MUT(1, bitflip, 0.01) tournament(3)"
sanr400_0.5.clq.cnf,crafted,1,0.5,0.5,1,0,1,-5.988961,1,0,0,1,1,-3.688879,0,1,0,798,40,19.95,398.0025,7940.149875,0.050125313283208,0.00251254703173975,0.000125942207104749,15.35,235.6225,3616.805375,"GA POP(50) XOVER(1pt xover, 0.6) MUT(1, bitflip, 0.01) tournament(3)"
scpcyc06_maxsat.cnf,crafted,1,0.555556,0.496904,0.894427,0,1,-5.480639,5,0,0,5,5,-5.257495,0.444444,0,0,432,192,2.25,5.0625,11.390625,0.444444444444444,0.197530864197531,0.0877914951989026,2.35,5.5225,12.977875,"GA POP(50) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(5)"
t3pm3-5555.spn.cnf,crafted,1,0.493827,0.359988,0.728976,0,1,-4.719936,0.981481,0.094426,0.096208,0.5,1,-3.290223,0.018519,0.981481,0,162,27,6,36,216,0.166666666666667,0.0277777777777778,0.00462962962962963,1.4,1.96,2.744,"PSO linear(3) POP(20) Params(1, 1.7, 2.3)"
t4pm3-6666.spn.cnf,crafted,1,0.498698,0.354471,0.710792,0,1,-5.600557,0.992188,0.06201,0.062498,0.5,1,-4.156498,0.007812,0.992188,0,384,64,6,36,216,0.166666666666667,0.0277777777777778,0.00462962962962963,1.4,1.96,2.744,"GA POP(50) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(5)"
t5pm3-7777.spn.cnf,crafted,1,0.498667,0.354962,0.711823,0,1,-6.268976,0.996,0.044542,0.044721,0.5,1,-4.827089,0.004,0.996,0,750,125,6,36,216,0.166666666666667,0.0277777777777778,0.00462962962962963,1.4,1.96,2.744,"GA POP(50) XOVER(1pt xover, 0.8) MUT(1, bitflip, 0.01) tournament(5)"
